,CD8,FE2,CE3,CE6,CF1,FF3,FF4,CF5,FG3,CH1,FH2,CH3,CI2,CI3,CJ2,CJ3,FJ5,FJ6,CP1,FP3,FP4,CT2,CT3,FT4,FT5,FT6
TRINITY_DN8167_c0_g1,13,10,6,4,9,19,26,8,10,3,15,10,20,7,2,4,9,4,5,22,11,7,3,5,19,7
TRINITY_DN8168_c0_g1,87,49,68,32,62,28,32,45,23,65,23,57,96,78,36,48,24,14,55,26,32,56,35,9,35,23
TRINITY_DN8169_c0_g1,34,75,14,2,22,26,42,16,43,12,48,16,27,24,14,12,52,50,19,68,70,13,7,53,63,55
TRINITY_DN8170_c0_g1,14,77,47,39,20,6,6,28,2,48,57,105,8,31,1,1,4,0,27,18,19,65,7,2,8,5
TRINITY_DN8171_c0_g1,52,99,33,37,103,57,95,38,23,19,32,28,48,34,13,22,64,22,10,72,77,11,18,23,39,38
TRINITY_DN8172_c0_g1,22,47,20,18,23,29,37,35,46,17,19,29,20,50,25,13,21,29,13,29,32,20,8,24,27,36
TRINITY_DN8173_c0_g1,2,0,4,0,1,1,3,5,0,4,1,4,1,3,2,1,2,0,2,1,1,2,4,2,4,3
TRINITY_DN8174_c0_g1,12,26,8,3,18,32,25,28,33,10,14,13,15,24,3,2,14,9,12,25,41,4,11,23,21,20
TRINITY_DN8176_c0_g1,22,63,16,10,16,58,59,18,50,13,59,15,23,19,19,17,65,35,13,58,37,22,19,55,69,38
TRINITY_DN8177_c0_g1,0,5,2,1,1,4,2,4,0,2,3,3,3,3,1,1,2,3,3,4,8,1,1,1,1,3
TRINITY_DN8178_c0_g1,17,0,0,0,3,30,56,15,11,1,13,5,0,2,5,3,18,13,3,45,45,8,0,10,33,17
TRINITY_DN817_c0_g1,38,84,17,22,45,33,33,28,32,21,26,29,37,50,17,13,39,21,25,40,53,15,25,38,33,34
TRINITY_DN8180_c0_g1,0,16,0,53,6,19,0,18,0,0,0,0,0,0,0,0,1,2,3,20,0,0,4,0,0,0
TRINITY_DN8181_c0_g1,3,5,8,4,4,0,1,8,6,1,2,8,8,6,5,8,1,1,4,2,0,2,4,2,2,2
TRINITY_DN8182_c0_g1,57,108,42,30,27,112,112,47,13,12,40,18,7,61,1,3,15,1,34,134,137,26,30,36,123,45
TRINITY_DN8183_c0_g1,10,30,4,3,8,15,13,9,10,2,16,10,9,11,4,1,14,8,18,17,25,4,9,15,24,15
TRINITY_DN8184_c0_g1,28,82,39,14,14,50,51,22,27,24,32,28,42,44,25,24,33,36,13,48,55,37,19,26,29,31
TRINITY_DN8185_c0_g1,0,6,0,22,6,3,0,4,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0
TRINITY_DN8186_c0_g1,9,2,0,0,12,3,2,3,3,6,1,7,5,2,5,7,12,1,1,1,6,2,12,3,7,5
TRINITY_DN8187_c0_g1,7,12,7,8,9,2,5,12,5,5,2,15,17,13,7,9,18,6,5,4,3,4,4,13,8,5
TRINITY_DN8188_c0_g1,3,13,3,6,4,0,0,3,1,1,1,3,4,10,1,0,3,1,0,6,3,3,4,2,3,3
TRINITY_DN8189_c0_g1,0,23,15,21,26,18,29,13,8,15,6,15,30,8,0,1,0,0,0,0,0,9,19,19,14,14
TRINITY_DN818_c0_g1,3,4,2,2,0,0,3,3,4,2,12,7,1,3,2,0,3,2,5,14,13,5,0,0,1,1
TRINITY_DN8190_c0_g1,25,45,18,18,20,25,21,22,21,15,31,22,34,27,5,7,14,11,32,31,30,10,15,15,14,9
TRINITY_DN8191_c0_g1,0,16,0,23,8,13,0,9,0,0,0,0,0,0,0,3,2,1,3,22,0,0,0,0,0,0
TRINITY_DN8192_c0_g1,7,10,3,0,6,11,4,6,13,9,13,9,7,8,2,0,15,8,10,15,17,1,0,2,8,11
TRINITY_DN8193_c0_g1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TRINITY_DN8194_c0_g1,7,1,3,4,8,1,0,8,1,1,1,5,3,3,3,4,0,0,7,1,0,9,5,0,0,0
TRINITY_DN8195_c0_g1,42,0,0,1,14,12,11,12,2,0,0,0,4,19,3,4,3,1,3,15,6,3,7,7,26,16
TRINITY_DN8196_c0_g1,4,0,0,1,7,11,18,2,14,1,4,6,6,9,4,2,11,2,8,13,10,6,0,0,5,4
TRINITY_DN8197_c0_g1,17,33,8,7,19,21,35,8,14,5,29,8,10,6,7,7,34,25,6,35,32,4,10,26,41,39
TRINITY_DN8198_c0_g1,2,8,5,12,0,2,1,0,7,1,0,2,12,1,2,3,3,1,1,1,4,9,4,5,8,7
TRINITY_DN8199_c0_g1,10,8,2,4,7,9,5,13,10,7,4,12,8,11,3,9,9,7,6,12,9,10,5,4,8,8
TRINITY_DN819_c0_g1,15,48,16,4,9,15,13,10,31,10,13,7,4,13,5,3,23,15,8,43,38,4,3,23,36,31
TRINITY_DN81_c0_g1,29,218,19,24,26,154,163,47,133,26,100,26,44,32,19,22,152,107,41,252,288,18,20,154,170,195
TRINITY_DN8200_c0_g1,0,0,2,0,5,0,0,4,0,1,0,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0
TRINITY_DN8201_c0_g1,32,41,8,9,10,28,31,16,30,20,20,19,26,20,9,18,35,14,16,52,39,13,4,11,32,10
TRINITY_DN8202_c0_g1,4,25,6,5,9,42,33,7,24,3,13,8,6,3,7,3,20,20,7,32,40,2,6,46,46,45
TRINITY_DN8203_c0_g1,3,3,2,1,1,3,1,0,2,0,1,2,1,1,0,1,6,4,0,3,1,2,1,2,0,2
TRINITY_DN8204_c0_g1,9,10,9,2,11,7,3,7,0,5,6,8,13,7,4,6,6,0,6,7,4,4,4,2,8,2
TRINITY_DN8205_c0_g1,8,0,2,3,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,3,1,1,1,0
TRINITY_DN8206_c0_g1,0,0,0,1,8,12,7,9,3,0,0,0,0,3,1,0,0,1,3,14,13,0,0,0,0,0
TRINITY_DN8207_c0_g1,8,2,4,1,2,7,8,5,6,2,4,1,3,5,2,0,4,0,4,4,1,5,2,12,18,12
TRINITY_DN8208_c0_g1,10,6,1,4,1,8,5,1,7,3,5,6,1,2,4,4,7,2,4,6,11,3,0,5,6,0
TRINITY_DN8209_c0_g1,32,31,30,6,23,18,21,23,20,7,8,27,36,26,12,18,26,14,18,46,46,32,13,9,18,12
TRINITY_DN8210_c0_g1,52,270,41,33,50,217,228,53,154,30,131,49,42,38,29,26,232,120,27,266,262,35,26,186,162,183
TRINITY_DN8211_c0_g1,45,2,16,15,31,2,5,22,0,21,0,28,13,9,19,16,0,6,20,2,2,26,8,2,1,1
TRINITY_DN8212_c0_g1,4,1,4,1,0,2,1,8,2,2,0,2,2,3,11,8,3,5,2,1,1,0,0,1,1,1
TRINITY_DN8213_c0_g1,10,22,5,6,7,13,10,4,4,14,14,8,14,14,5,6,11,4,13,22,22,4,4,8,14,8
TRINITY_DN8214_c0_g1,10,8,7,1,3,4,3,6,6,4,9,4,1,1,1,2,7,2,2,3,3,0,1,0,4,2
TRINITY_DN8215_c0_g1,431,80,390,166,309,41,44,403,52,296,27,397,401,576,240,266,58,29,365,30,38,191,171,61,104,58
TRINITY_DN8216_c0_g1,2,6,2,2,1,1,1,1,2,0,1,0,1,6,2,0,5,6,1,6,8,4,0,2,0,1
TRINITY_DN8217_c0_g1,3,9,10,1,6,3,0,4,2,3,1,5,1,5,1,4,3,1,5,3,1,5,2,6,4,2
TRINITY_DN8218_c0_g1,4,1,1,1,0,0,4,3,1,2,3,5,2,0,1,3,5,0,1,7,6,1,1,6,3,11
TRINITY_DN8219_c0_g1,22,45,11,10,8,24,35,15,28,1,11,18,13,15,3,11,38,14,7,17,25,14,4,40,54,45
TRINITY_DN821_c0_g1,15,11,6,5,2,15,24,12,11,4,11,10,4,10,1,4,10,4,5,15,11,8,6,3,5,2
TRINITY_DN8220_c0_g1,9,2,1,0,2,0,2,0,3,9,26,11,4,1,1,1,3,0,0,2,5,0,4,4,8,6
TRINITY_DN8221_c0_g1,2,34,8,4,4,7,11,1,15,4,14,2,4,5,0,2,18,14,1,11,5,4,0,2,12,9
TRINITY_DN8223_c0_g1,1,42,3,6,6,16,21,5,13,2,14,6,4,10,0,4,10,8,8,15,21,5,3,23,31,21
TRINITY_DN8224_c0_g1,12,10,6,2,5,7,6,12,11,5,9,12,6,10,4,3,13,4,10,16,9,9,5,8,17,13
TRINITY_DN8225_c0_g1,24,7,14,8,12,5,1,18,9,7,4,16,12,16,8,8,6,0,4,4,5,9,3,6,10,13
TRINITY_DN8226_c0_g1,23,38,30,18,49,44,66,31,15,18,9,19,32,10,22,8,34,22,10,5,5,24,11,19,23,21
TRINITY_DN8227_c0_g1,1,9,2,0,1,3,4,3,6,0,3,0,2,1,0,0,0,0,2,3,4,1,0,0,1,2
TRINITY_DN8228_c0_g1,1,0,2,1,2,0,0,4,0,2,0,2,1,6,4,2,1,0,4,1,0,0,6,1,0,1
TRINITY_DN8229_c0_g1,10,0,1,1,4,6,6,8,6,5,12,4,2,4,5,7,4,4,7,3,9,6,0,0,3,0
TRINITY_DN8230_c0_g1,29,63,17,19,26,36,37,27,23,9,19,33,40,32,8,13,59,17,31,60,47,15,19,29,64,34
TRINITY_DN8231_c0_g1,103,32,27,8,10,35,38,31,19,9,17,24,35,50,16,11,39,17,32,25,29,18,12,19,45,27
TRINITY_DN8232_c0_g1,6,1,6,2,4,3,0,4,0,6,1,5,6,8,5,4,3,0,10,3,10,4,1,1,2,0
TRINITY_DN8233_c0_g1,5,0,3,0,2,1,0,3,2,17,1,16,6,2,0,4,5,0,4,2,0,4,1,2,4,0
TRINITY_DN8234_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4,0,0,0,0,0,0,0,6,1,7,9
TRINITY_DN8235_c0_g1,25,15,24,21,30,12,6,23,5,12,1,8,10,5,3,3,5,3,19,16,13,3,14,7,8,5
TRINITY_DN8236_c0_g1,3,4,5,1,3,4,2,3,4,4,5,5,5,3,2,3,1,1,1,8,13,3,3,5,2,5
TRINITY_DN8237_c0_g1,9,5,6,0,10,7,9,6,12,8,9,9,9,10,3,1,1,3,3,10,9,13,4,16,17,11
TRINITY_DN8238_c0_g1,13,11,4,4,5,10,7,7,10,12,14,8,9,13,1,2,1,6,5,17,10,2,5,23,21,12
TRINITY_DN8239_c0_g1,9,11,3,2,2,6,11,4,1,0,5,3,12,4,0,4,1,5,11,11,12,4,2,0,1,0
TRINITY_DN8240_c0_g1,31,16,6,6,13,6,5,12,12,11,15,19,10,24,17,12,12,7,11,4,6,5,11,25,23,19
TRINITY_DN8241_c0_g1,16,26,2,1,8,30,48,9,6,2,25,9,1,7,5,1,17,28,4,32,28,7,0,9,21,19
TRINITY_DN8242_c0_g1,9,11,3,3,9,5,3,9,4,2,4,12,7,6,13,10,13,2,2,6,2,3,2,6,6,5
TRINITY_DN8243_c0_g1,129,18,11,18,97,129,125,120,24,48,34,112,62,59,24,29,88,16,57,59,56,16,51,41,71,36
TRINITY_DN8244_c0_g1,5,11,3,2,3,8,7,4,2,6,4,8,8,8,5,5,5,5,1,6,4,1,2,2,10,7
TRINITY_DN8245_c0_g1,2,4,5,6,2,2,7,2,4,3,3,4,2,4,4,0,4,2,3,9,7,4,4,2,2,2
TRINITY_DN8246_c0_g1,30,44,13,11,7,19,16,19,24,12,17,24,13,20,10,15,16,6,14,38,23,11,10,16,20,24
TRINITY_DN8247_c0_g1,8,24,11,14,12,22,23,5,18,7,6,12,14,16,8,3,13,9,11,25,25,9,4,14,16,15
TRINITY_DN8248_c0_g1,2,1,2,0,0,1,2,4,0,2,3,1,1,3,0,4,2,0,0,1,0,2,4,2,5,5
TRINITY_DN8249_c0_g1,2,0,0,0,1,1,1,0,3,0,0,1,0,6,2,1,1,2,0,0,0,0,4,1,4,13
TRINITY_DN8250_c0_g1,7,3,2,2,1,7,8,2,8,0,1,1,4,1,4,2,3,1,0,3,1,2,0,1,2,3
TRINITY_DN8251_c0_g1,1,21,0,0,0,18,13,0,5,1,5,0,0,0,0,1,7,2,0,16,15,1,0,5,4,2
TRINITY_DN8252_c0_g1,8,1,2,2,8,0,0,6,8,2,1,4,1,4,2,2,5,2,1,22,10,0,1,1,0,0
TRINITY_DN8253_c0_g1,19,49,6,13,9,39,37,33,394,39,131,42,25,0,16,15,69,28,2,29,22,10,28,45,163,76
TRINITY_DN8254_c0_g1,5,4,1,5,7,0,2,7,0,2,1,0,3,4,1,5,2,0,0,0,2,2,5,2,3,0
TRINITY_DN8255_c0_g1,0,1,3,0,3,0,0,1,0,3,0,2,1,7,4,4,0,0,4,0,0,1,4,0,0,0
TRINITY_DN8256_c0_g1,0,900,0,1509,35,569,0,98,0,0,0,1,0,0,0,4,579,149,125,477,0,0,0,0,0,0
TRINITY_DN8257_c0_g1,15,19,5,9,17,15,11,12,9,10,3,10,8,22,9,7,10,8,3,16,17,5,10,13,21,15
TRINITY_DN8258_c0_g1,7,11,14,11,0,0,0,0,0,7,3,6,7,0,6,3,12,8,0,1,0,0,7,11,20,27
TRINITY_DN8259_c0_g1,3,0,0,0,0,0,0,0,1,5,3,12,0,0,0,0,0,0,8,0,2,0,0,0,0,0
TRINITY_DN825_c0_g1,12,22,6,5,10,11,9,11,8,6,7,10,8,7,3,7,15,9,6,6,10,2,3,4,16,11
TRINITY_DN8260_c0_g1,2,13,0,1,0,6,4,1,8,1,3,1,1,5,0,0,10,6,0,11,18,0,1,2,5,2
TRINITY_DN8261_c0_g1,8,2,4,1,7,6,2,6,1,3,1,9,5,4,6,6,8,0,6,5,5,3,1,1,1,1
TRINITY_DN8262_c0_g1,28,21,25,9,26,13,5,9,22,5,4,13,8,24,5,6,3,3,6,5,5,8,3,3,8,4
TRINITY_DN8264_c0_g1,4,6,1,0,5,5,10,8,7,1,8,2,7,6,0,1,11,1,22,10,23,5,3,1,3,4
TRINITY_DN8265_c0_g1,8,39,8,6,1,15,43,5,1,5,14,11,12,9,6,5,9,15,5,23,16,7,4,4,4,7
TRINITY_DN8266_c0_g1,36,35,21,8,15,25,22,27,33,19,11,28,26,20,19,22,21,22,22,44,25,18,22,47,37,45
TRINITY_DN8267_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,24,0,0,0,0,0
TRINITY_DN8268_c0_g1,4,7,1,0,0,4,0,1,27,3,42,7,6,4,2,2,10,4,4,21,15,4,2,23,48,42
TRINITY_DN8269_c0_g1,7,14,5,5,5,7,8,5,18,2,1,5,21,2,4,6,2,3,6,5,7,12,4,11,17,10
TRINITY_DN826_c0_g1,4,13,1,2,5,12,18,7,7,2,10,7,2,4,1,0,6,2,1,3,7,1,3,8,18,16
TRINITY_DN8270_c0_g1,2,7,1,3,3,4,3,9,5,0,3,0,0,5,1,2,3,4,2,3,2,2,3,9,10,6
TRINITY_DN8271_c0_g1,25,7,13,7,22,10,9,17,8,10,7,14,9,32,5,15,3,1,22,13,17,8,9,13,21,11
TRINITY_DN8272_c0_g1,4,2,5,2,8,2,1,5,7,2,2,7,6,7,0,1,2,3,4,1,0,1,2,0,4,2
TRINITY_DN8273_c0_g1,15,39,8,3,15,23,22,11,21,8,26,23,22,22,12,13,13,20,8,27,26,9,9,16,25,22
TRINITY_DN8274_c0_g1,30,16,25,18,23,6,6,33,12,15,1,22,24,21,10,19,8,8,22,9,24,15,22,6,5,9
TRINITY_DN8275_c0_g1,10,37,5,5,1,36,36,2,15,7,20,5,11,16,2,4,18,7,4,48,35,4,6,24,43,25
TRINITY_DN8276_c0_g1,4,1,8,1,4,0,3,5,2,0,0,0,2,1,0,0,1,1,3,0,1,6,2,1,3,3
TRINITY_DN8277_c0_g1,3,32,30,31,0,0,0,0,2,2,0,1,8,18,0,1,1,0,0,0,0,0,5,0,1,1
TRINITY_DN8278_c0_g1,18,13,12,7,4,2,7,15,19,6,6,0,10,13,18,20,25,24,12,11,12,7,10,17,25,22
TRINITY_DN8279_c0_g1,0,2,0,354,105,2,0,125,0,0,0,0,0,0,0,8,0,0,9,4,0,0,0,0,0,0
TRINITY_DN827_c0_g1,40,26,29,10,11,12,14,20,11,18,13,19,29,21,9,18,9,6,14,9,10,25,9,7,18,8
TRINITY_DN8280_c0_g1,4,2,5,7,5,0,0,2,1,7,1,4,2,5,1,1,4,1,5,6,10,2,2,2,0,0
TRINITY_DN8281_c0_g1,29,30,17,16,23,31,29,19,26,7,24,14,23,28,5,12,27,19,18,29,27,13,25,17,25,27
TRINITY_DN8282_c0_g1,1,19,0,63,29,11,0,31,0,0,0,0,0,1,0,1,4,3,4,24,0,0,0,0,0,0
TRINITY_DN8283_c0_g1,8,17,10,5,1,2,2,4,0,1,0,6,7,20,0,0,1,0,1,1,3,5,5,5,4,4
TRINITY_DN8284_c0_g1,18,13,13,11,36,1,3,42,1,13,2,37,0,7,14,10,15,5,18,2,10,22,4,4,3,6
TRINITY_DN8285_c0_g1,4,2,3,1,30,6,5,11,11,7,3,4,26,14,4,10,5,1,13,8,5,9,11,6,5,5
TRINITY_DN8286_c0_g1,22,7,19,12,0,0,0,0,5,12,2,16,0,0,14,15,1,1,0,0,0,0,0,0,0,0
TRINITY_DN8287_c0_g1,41,28,18,15,25,35,13,25,39,26,19,44,21,28,23,23,29,16,26,32,29,33,15,26,38,16
TRINITY_DN8288_c0_g1,9,3,3,2,10,3,4,4,3,2,0,2,9,0,5,4,2,1,4,2,4,8,5,5,4,4
TRINITY_DN8289_c0_g1,3,4,0,1,2,1,4,2,1,0,5,4,0,3,3,3,5,2,0,3,8,1,0,0,4,3
TRINITY_DN828_c0_g1,76,116,75,76,99,51,58,102,78,11,23,15,105,171,53,62,38,25,79,116,108,35,81,44,41,37
TRINITY_DN8290_c0_g1,0,1,0,26,5,4,0,5,0,0,0,0,0,0,0,1,1,1,1,12,0,0,0,0,0,0
TRINITY_DN8291_c0_g1,7,23,37,12,34,3,7,17,16,15,7,32,32,15,15,21,10,0,17,8,6,23,13,3,13,13
TRINITY_DN8292_c0_g1,5,3,3,1,3,10,3,7,3,3,4,9,12,3,5,2,4,1,3,7,10,7,5,5,7,3
TRINITY_DN8293_c0_g1,18,19,12,12,13,15,24,16,17,8,9,9,14,9,2,12,13,7,9,23,11,1,6,5,22,10
TRINITY_DN8294_c0_g1,19,18,6,5,3,13,2,9,17,3,8,13,6,13,3,4,5,2,13,9,3,6,5,18,24,23
TRINITY_DN8295_c0_g1,14,1,0,0,30,2,3,26,0,0,0,0,3,0,4,8,2,1,9,0,2,6,0,0,1,0
TRINITY_DN8296_c0_g1,8,50,6,3,2,42,33,1,10,3,10,2,5,11,5,0,16,27,4,14,24,4,2,21,18,17
TRINITY_DN8297_c0_g1,6,2,3,2,2,2,5,1,4,4,0,1,2,2,2,6,8,10,1,8,3,1,3,12,13,10
TRINITY_DN8298_c0_g1,0,3,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,1
TRINITY_DN8299_c0_g1,4,2,3,5,3,2,2,1,2,3,0,4,4,0,2,3,0,1,0,1,0,0,2,1,1,0
TRINITY_DN8300_c0_g1,6,1,8,12,6,2,1,8,0,7,3,5,11,10,7,5,1,1,12,1,1,7,5,1,0,2
TRINITY_DN8301_c0_g1,1,3,3,1,1,0,0,3,0,3,1,0,3,1,1,3,2,1,1,0,1,4,5,2,0,2
TRINITY_DN8302_c0_g1,15,19,0,8,6,12,11,9,5,7,32,19,8,8,2,4,15,10,1,13,19,9,3,9,14,9
TRINITY_DN8303_c0_g1,2,3,1,0,0,2,1,3,2,4,2,7,5,5,1,1,2,0,9,12,5,3,1,2,3,2
TRINITY_DN8304_c0_g1,0,1,0,15,2,0,0,18,0,0,0,0,0,0,0,1,1,1,7,2,0,0,0,0,0,0
TRINITY_DN8305_c0_g1,3,1,0,0,5,8,6,0,1,2,9,6,4,3,3,1,14,7,3,7,5,0,0,0,1,4
TRINITY_DN8306_c0_g1,24,6,10,11,37,8,15,37,83,14,10,20,59,13,13,17,8,7,149,69,81,32,16,13,18,14
TRINITY_DN8307_c0_g1,2,6,1,1,1,3,6,0,3,0,1,1,7,1,1,0,2,3,0,13,12,1,0,0,1,2
TRINITY_DN8309_c0_g1,1,3,2,0,1,3,2,1,2,3,3,2,3,3,0,0,0,2,2,3,3,0,0,1,0,0
TRINITY_DN8310_c0_g1,18,16,9,9,13,7,4,25,11,14,17,14,26,31,20,13,22,10,14,17,14,10,5,7,11,13
TRINITY_DN8311_c0_g1,7,22,8,9,14,35,24,26,13,6,4,8,27,9,7,3,22,8,7,33,36,4,7,14,21,25
TRINITY_DN8312_c0_g1,5,4,3,6,3,0,1,2,2,3,0,0,0,7,4,1,1,1,2,4,0,3,1,1,1,2
TRINITY_DN8314_c0_g1,41,32,16,20,9,19,24,27,27,20,13,23,18,34,10,10,14,14,21,36,29,27,19,22,38,17
TRINITY_DN8315_c0_g1,22,60,26,22,41,46,47,29,22,18,50,46,45,46,14,10,21,16,18,46,64,19,29,33,50,50
TRINITY_DN8316_c0_g1,8,15,0,0,10,9,13,22,18,6,9,9,9,12,6,5,18,12,5,17,13,2,4,10,15,14
TRINITY_DN8317_c0_g1,1,7,0,1,1,1,3,1,8,1,4,3,0,3,3,0,4,1,5,6,2,2,5,4,11,5
TRINITY_DN8318_c0_g1,5,8,4,1,3,9,17,9,3,1,5,1,2,1,1,4,6,2,4,15,10,3,1,6,16,6
TRINITY_DN8319_c0_g1,13,13,2,4,2,13,20,7,2,0,1,2,8,0,1,2,19,9,4,26,29,3,1,0,1,0
TRINITY_DN831_c0_g1,55,75,31,22,40,72,84,59,0,17,33,43,58,93,37,23,85,24,97,135,124,76,24,42,102,80
TRINITY_DN8320_c0_g1,6,8,4,4,1,7,14,4,2,7,14,9,12,5,1,5,1,1,2,12,10,0,1,6,3,9
TRINITY_DN8321_c0_g1,19,11,22,7,10,3,5,13,4,14,6,14,18,19,12,9,4,7,16,14,7,10,7,9,4,5
TRINITY_DN8322_c0_g1,90,342,73,50,116,264,312,93,277,70,157,77,121,123,46,72,319,245,84,466,544,42,80,300,340,360
TRINITY_DN8323_c0_g1,46,20,78,53,84,17,9,66,14,49,5,54,94,95,65,46,18,13,86,30,34,62,44,8,13,15
TRINITY_DN8324_c0_g1,26,26,28,33,24,6,15,17,29,18,9,20,64,33,13,7,12,4,10,20,17,58,17,19,6,14
TRINITY_DN8325_c0_g1,28,36,12,8,13,36,35,4,22,12,20,7,15,21,3,18,29,13,7,29,40,8,8,16,21,21
TRINITY_DN8326_c0_g1,5,10,3,2,3,1,5,1,3,2,7,5,5,7,2,2,1,4,1,7,11,0,4,6,14,8
TRINITY_DN8327_c0_g1,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,3,0,1,0,1,2,3,0
TRINITY_DN8328_c0_g1,8,11,0,3,11,8,13,14,8,4,2,3,1,20,2,0,6,3,0,4,5,2,5,16,12,21
TRINITY_DN8329_c0_g1,3,11,8,4,3,5,6,4,16,2,3,9,3,1,7,6,13,11,5,12,4,6,3,4,7,7
TRINITY_DN8330_c0_g1,6,0,1,5,2,2,3,7,0,1,0,0,5,3,1,2,2,0,2,1,1,3,6,1,3,3
TRINITY_DN8331_c0_g1,9,22,6,8,4,7,26,6,7,5,14,3,4,10,3,5,17,12,4,19,20,4,5,10,5,11
TRINITY_DN8332_c0_g1,61,28,43,18,51,27,18,51,15,24,13,57,63,24,19,32,24,12,22,17,30,31,44,19,17,34
TRINITY_DN8334_c0_g1,0,8,0,43,6,4,0,13,0,0,0,0,0,0,0,2,3,1,8,14,0,0,0,0,0,0
TRINITY_DN8335_c0_g1,5,2,6,0,5,4,3,8,1,2,0,2,4,2,9,5,0,0,5,2,2,2,1,1,4,0
TRINITY_DN8336_c0_g1,17,24,20,27,6,6,12,12,7,10,4,8,16,18,9,8,10,10,7,15,15,11,7,29,15,27
TRINITY_DN8337_c0_g1,21,9,19,11,29,9,13,16,9,20,12,46,38,30,13,16,10,7,27,5,8,16,15,8,16,23
TRINITY_DN8338_c0_g1,14,15,15,9,19,8,11,12,11,6,10,14,27,13,8,10,7,9,48,9,38,9,8,15,25,17
TRINITY_DN8339_c0_g1,11,15,4,4,7,4,4,13,11,4,8,10,20,8,5,6,16,4,54,16,43,7,6,7,10,7
TRINITY_DN833_c0_g1,5,3,5,2,9,13,13,17,3,6,11,3,11,9,4,13,8,5,12,21,17,1,4,3,6,6
TRINITY_DN8340_c0_g1,15,3,11,16,16,2,2,16,4,5,1,1,14,35,7,10,2,0,17,8,6,11,7,0,3,2
TRINITY_DN8341_c0_g1,9,14,5,3,4,5,1,9,5,9,4,7,7,11,2,3,6,2,7,6,12,9,2,3,6,3
TRINITY_DN8342_c0_g1,11,7,7,3,19,11,6,18,3,5,4,8,13,12,6,9,7,0,11,14,10,7,8,8,13,6
TRINITY_DN8343_c0_g1,51,51,37,37,46,25,30,40,30,22,24,31,38,61,18,34,52,16,29,22,29,18,15,15,37,22
TRINITY_DN8344_c0_g1,0,0,2,1,7,0,0,3,3,3,0,6,10,2,4,4,4,0,3,0,2,1,2,1,3,4
TRINITY_DN8345_c0_g1,0,11,0,233,20,5,0,34,0,0,0,0,0,0,0,1,0,1,12,6,0,0,0,0,0,0
TRINITY_DN8346_c0_g1,36,9,7,5,2,5,8,5,8,8,2,5,5,10,9,12,13,9,7,9,14,5,7,7,7,12
TRINITY_DN8347_c0_g1,7,6,5,4,4,7,7,7,3,8,3,12,11,11,5,4,4,0,9,7,5,5,3,2,10,2
TRINITY_DN8348_c0_g1,5,7,3,0,1,2,6,2,5,3,6,4,3,1,3,1,2,0,6,7,5,6,3,5,8,4
TRINITY_DN8349_c0_g1,69,14,31,26,32,3,1,64,1,23,2,32,30,58,21,20,3,2,24,4,4,16,12,6,4,11
TRINITY_DN834_c0_g1,38,2,110,59,70,3,6,69,2,96,7,176,100,156,45,64,15,7,44,9,6,25,24,10,10,23
TRINITY_DN8350_c0_g1,5,11,8,4,2,6,9,3,6,1,16,6,2,5,2,0,15,8,4,14,13,5,1,7,8,5
TRINITY_DN8351_c0_g1,4,5,2,0,1,5,3,1,4,1,1,2,1,3,0,0,8,1,0,2,3,2,3,3,2,5
TRINITY_DN8352_c0_g1,192,36,108,45,38,6,5,106,8,46,3,53,53,131,37,42,10,12,61,8,4,63,38,14,25,22
TRINITY_DN8353_c0_g1,2,7,0,0,3,2,8,1,6,0,6,2,1,0,2,0,3,3,1,11,5,0,1,6,8,10
TRINITY_DN8354_c0_g1,7,1,5,7,5,2,0,9,0,7,0,5,14,12,6,5,4,1,12,1,1,2,3,0,3,0
TRINITY_DN8355_c0_g1,8,7,4,7,8,4,4,2,6,6,5,8,8,11,6,9,8,3,7,6,7,10,2,2,3,3
TRINITY_DN8356_c0_g1,7,8,5,3,1,2,3,2,0,6,6,10,11,17,4,3,10,6,9,8,6,4,0,1,3,0
TRINITY_DN8357_c0_g1,2,3,2,1,1,0,2,2,0,2,0,2,2,2,2,2,1,0,3,5,9,4,0,0,0,0
TRINITY_DN8358_c0_g1,33,18,18,13,19,8,15,19,20,24,22,30,41,25,4,14,23,17,24,48,37,27,13,30,19,35
TRINITY_DN8359_c0_g1,0,0,0,16,5,2,0,5,0,0,0,0,0,0,0,1,2,1,4,2,0,0,0,0,0,0
TRINITY_DN8360_c0_g1,32,24,14,12,19,11,12,18,13,12,15,24,27,18,7,10,16,18,16,22,14,13,4,21,12,12
TRINITY_DN8362_c0_g1,12,0,6,4,5,2,1,3,1,3,0,3,2,16,5,6,1,1,17,1,1,3,5,2,3,4
TRINITY_DN8363_c0_g1,2,5,3,4,10,6,5,12,6,7,8,7,5,10,4,3,8,4,7,4,3,4,5,2,6,5
