,HA1,CA2,HB2,CB3,CB4,HB5,HB6,CC2,CC3,CD2,CD4,HD6,CF8,HK4,HN1,HO1,HO2,CO4,CQ2,HQ3,CQ4,CQ5,HQ6
TRINITY_DN7279_c0_g1,1,2,6,4,1,3,0,8,1,11,2,2,3,3,5,1,4,2,6,4,11,8,6
TRINITY_DN7280_c0_g1,3,4,2,2,0,0,0,1,1,5,0,0,0,4,2,0,1,2,2,0,0,1,2
TRINITY_DN7281_c0_g1,0,0,5,4,9,7,5,8,3,4,1,0,0,3,3,8,0,0,13,0,0,0,0
TRINITY_DN7282_c0_g1,4,4,6,2,10,6,6,6,3,4,0,3,5,4,0,3,0,2,4,1,0,1,0
TRINITY_DN7283_c0_g1,3,11,0,0,1,0,0,2,1,5,1,0,3,2,0,0,0,0,0,2,4,2,2
TRINITY_DN7284_c0_g1,1,2,1,11,1,0,0,2,1,13,0,0,3,13,0,0,0,5,1,3,19,13,0
TRINITY_DN7285_c0_g1,79,92,96,26,20,36,14,54,35,116,23,43,32,65,75,102,51,57,51,43,46,68,196
TRINITY_DN7286_c0_g1,6,10,2,1,6,0,2,5,2,4,2,1,5,4,1,1,5,5,1,2,2,2,2
TRINITY_DN7287_c0_g1,4,5,8,1,1,0,0,2,4,7,4,1,3,8,1,8,2,7,4,2,7,2,6
TRINITY_DN7288_c0_g1,0,0,0,2,3,0,0,0,1,0,0,0,3,0,0,0,0,3,12,0,0,17,0
TRINITY_DN7289_c0_g1,54,78,52,18,18,23,29,15,31,98,30,19,21,38,45,57,23,49,36,35,42,49,101
TRINITY_DN7290_c0_g1,45,54,61,23,22,39,24,25,33,59,9,33,35,45,34,66,50,40,33,23,23,17,48
TRINITY_DN7291_c0_g1,3,8,12,2,2,4,3,6,2,5,0,3,9,3,1,10,5,4,1,1,5,1,13
TRINITY_DN7292_c0_g1,0,3,1,1,1,3,1,0,2,7,3,5,1,2,2,3,3,2,5,5,5,2,2
TRINITY_DN7293_c0_g1,2,7,5,2,5,1,2,5,3,0,1,1,6,4,1,2,0,2,5,0,2,3,1
TRINITY_DN7294_c0_g1,7,5,3,2,1,1,0,5,3,10,1,0,6,4,0,5,2,1,5,4,7,1,6
TRINITY_DN7295_c0_g1,0,0,0,0,0,0,0,0,0,21,13,1,26,0,0,0,0,11,0,0,0,0,0
TRINITY_DN7296_c0_g1,13,11,15,11,8,9,9,5,1,19,5,5,4,7,1,15,17,9,10,4,3,11,8
TRINITY_DN7297_c0_g1,4,1,7,2,2,7,5,3,3,4,2,2,0,6,5,3,3,2,2,1,3,5,7
TRINITY_DN7298_c0_g1,9,3,8,0,1,4,7,4,0,3,0,2,2,5,1,12,4,1,3,3,1,1,11
TRINITY_DN7299_c0_g1,6,4,4,2,5,2,2,5,6,3,2,0,3,0,0,5,2,3,3,0,2,2,0
TRINITY_DN72_c0_g1,448,511,457,183,182,349,132,393,249,576,282,269,417,404,294,428,404,393,388,338,563,690,466
TRINITY_DN7300_c0_g1,14,11,9,7,8,6,8,12,12,42,15,13,10,12,1,6,8,12,7,5,9,13,4
TRINITY_DN7301_c0_g1,2,4,0,0,0,0,0,2,1,2,0,0,0,3,1,1,0,0,5,0,0,1,0
TRINITY_DN7302_c0_g1,0,0,1,2,0,0,1,0,0,1,0,0,0,2,66,23,10,0,6,0,0,0,38
TRINITY_DN7303_c0_g1,1,4,1,0,0,2,0,0,2,0,1,0,1,0,1,0,0,0,1,0,1,1,1
TRINITY_DN7304_c0_g1,7,7,5,3,5,5,0,3,3,5,2,4,6,5,1,6,5,2,3,7,7,6,2
TRINITY_DN7305_c0_g1,3,6,5,4,1,2,0,4,5,10,7,2,2,3,3,6,1,3,6,1,11,3,12
TRINITY_DN7306_c0_g1,0,2,1,0,0,0,1,0,0,2,0,0,3,2,0,0,1,0,0,0,1,4,0
TRINITY_DN7307_c0_g1,6,11,10,7,5,3,0,4,6,7,8,9,6,8,20,7,9,4,5,2,9,11,19
TRINITY_DN7308_c0_g1,1,1,4,2,2,0,1,2,2,3,0,1,3,1,3,1,0,1,0,0,6,2,4
TRINITY_DN7309_c0_g1,3,2,3,0,2,2,2,6,9,18,3,4,4,3,3,3,2,2,7,2,6,6,5
TRINITY_DN7310_c0_g1,30,40,25,22,20,17,11,11,15,60,17,7,15,22,13,40,32,11,38,13,21,35,31
TRINITY_DN7312_c0_g1,2,1,1,1,2,0,0,3,1,3,0,1,1,1,0,2,1,2,2,1,1,3,1
TRINITY_DN7313_c0_g1,5,3,5,4,6,5,5,2,1,8,4,3,14,10,2,15,12,6,1,1,1,0,9
TRINITY_DN7314_c0_g1,11,43,0,0,0,0,0,0,0,0,0,0,28,0,0,2,0,0,0,0,6,2,0
TRINITY_DN7315_c0_g1,7,5,6,4,3,4,2,3,0,16,4,4,8,3,3,8,7,6,3,0,13,7,24
TRINITY_DN7316_c0_g1,2,2,6,1,4,4,1,0,1,7,0,1,2,2,1,4,5,2,0,0,2,2,1
TRINITY_DN7317_c0_g1,7,13,8,4,6,1,1,8,8,25,3,2,12,5,2,9,5,15,12,3,21,14,2
TRINITY_DN7318_c0_g1,3,3,5,2,0,1,0,3,4,4,1,1,3,3,0,7,1,1,11,6,6,5,0
TRINITY_DN7319_c0_g1,2,9,2,0,5,2,1,2,1,7,1,2,18,4,0,1,4,0,12,0,3,2,2
TRINITY_DN7320_c0_g1,1,7,2,1,0,0,0,6,4,8,2,1,5,2,3,7,0,0,2,2,8,3,4
TRINITY_DN7321_c0_g1,5,4,10,3,1,7,2,8,3,5,1,0,8,11,3,5,1,7,5,2,3,3,6
TRINITY_DN7322_c0_g1,7,3,3,2,0,1,0,1,1,8,6,2,0,7,4,5,1,2,5,3,5,0,10
TRINITY_DN7323_c0_g1,1,4,2,0,1,1,1,0,2,2,1,4,1,2,0,4,0,1,1,0,0,1,2
TRINITY_DN7324_c0_g1,2,8,3,0,0,2,1,7,5,1,2,0,8,6,0,7,5,2,5,6,8,10,1
TRINITY_DN7325_c0_g1,7,7,9,1,0,2,0,4,2,6,1,1,3,1,3,2,6,1,2,6,5,6,10
TRINITY_DN7326_c0_g1,8,19,1,0,1,4,1,3,0,28,2,9,21,5,5,6,1,5,30,3,5,9,0
TRINITY_DN7327_c0_g1,1,2,1,1,2,4,0,1,4,3,1,1,1,0,3,0,3,5,1,1,3,3,1
TRINITY_DN7329_c0_g1,5,4,3,2,2,0,4,5,2,10,3,4,5,3,3,3,5,4,5,4,9,3,4
TRINITY_DN732_c0_g1,23,6,16,12,19,28,8,22,14,7,0,2,4,7,2,11,16,3,7,9,5,6,6
TRINITY_DN7330_c0_g1,2,38,71,46,26,76,40,38,31,5,4,2,24,54,3,35,5,28,30,2,30,46,17
TRINITY_DN7331_c0_g1,0,0,0,0,0,0,0,0,0,28,18,8,54,0,0,0,1,49,0,0,0,0,0
TRINITY_DN7333_c0_g1,1,2,0,0,2,1,0,1,1,3,2,0,0,2,0,0,2,0,0,1,3,6,3
TRINITY_DN7334_c0_g1,3,6,6,2,5,0,1,4,2,6,2,4,3,4,3,5,3,3,5,1,0,7,3
TRINITY_DN7335_c0_g1,2,2,1,2,1,2,0,4,1,4,1,0,1,5,1,3,3,1,0,3,3,5,3
TRINITY_DN7336_c0_g1,1,1,2,2,0,1,0,2,1,8,0,0,0,0,0,0,1,1,3,0,3,5,0
TRINITY_DN7337_c0_g1,9,16,15,5,4,4,8,5,7,37,2,6,17,14,5,22,13,12,13,3,11,0,13
TRINITY_DN7338_c0_g1,47,39,31,10,23,21,19,48,28,55,5,11,48,28,10,28,37,24,35,8,19,35,37
TRINITY_DN7339_c0_g1,4,2,3,1,2,0,0,4,2,8,3,4,3,4,3,2,4,0,2,2,6,2,4
TRINITY_DN733_c0_g1,16,19,6,18,13,8,4,17,24,13,7,0,27,10,4,12,11,20,16,2,23,23,14
TRINITY_DN7340_c0_g1,8,5,9,9,4,5,2,12,4,11,10,3,5,17,4,11,6,4,7,3,5,15,3
TRINITY_DN7341_c0_g1,4,2,8,2,4,2,3,7,5,7,2,1,6,1,1,0,7,4,1,0,2,2,0
TRINITY_DN7342_c0_g1,17,2,26,6,9,9,10,5,4,30,3,4,14,2,4,12,10,6,11,5,6,11,6
TRINITY_DN7343_c0_g1,17,9,4,17,6,7,5,6,1,20,4,4,4,9,2,10,8,8,12,1,13,7,9
TRINITY_DN7344_c0_g1,23,43,24,15,26,15,16,17,28,74,15,9,71,21,3,13,30,21,39,4,16,31,30
TRINITY_DN7345_c0_g1,11,7,4,4,2,4,2,4,0,3,1,3,11,6,3,9,7,2,6,2,3,10,11
TRINITY_DN7346_c0_g1,5,1,5,0,1,4,2,3,2,0,2,0,1,1,0,2,1,0,2,0,0,0,4
TRINITY_DN7347_c0_g1,0,361,37,10,11,19,15,24,38,13,12,8,70,0,0,0,0,35,66,0,2,3,0
TRINITY_DN7348_c0_g1,6,16,14,25,19,16,6,6,3,15,10,3,8,12,2,14,5,9,7,2,1,12,9
TRINITY_DN7349_c0_g1,10,3,3,0,0,0,2,1,2,4,2,0,0,0,0,2,0,0,0,0,0,0,6
TRINITY_DN734_c0_g1,14,14,6,2,10,6,3,14,13,42,16,6,12,8,15,15,5,22,6,3,21,22,13
TRINITY_DN7350_c0_g1,0,3,0,8,0,0,0,3,0,8,2,0,7,12,0,0,0,7,1,2,17,10,0
TRINITY_DN7351_c0_g1,0,25,0,10,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2
TRINITY_DN7352_c0_g1,21,17,9,7,8,12,2,7,5,50,16,15,15,12,3,15,20,4,13,10,8,12,8
TRINITY_DN7353_c0_g1,0,1,1,2,1,1,2,0,0,2,0,0,1,1,1,2,0,0,0,0,1,3,1
TRINITY_DN7354_c0_g1,14,7,14,5,8,6,10,11,8,23,4,5,6,7,1,10,4,3,7,5,5,7,18
TRINITY_DN7355_c0_g1,7,17,14,10,7,11,8,13,8,27,4,6,18,19,5,3,12,22,15,3,4,13,25
TRINITY_DN7356_c0_g1,12,91,31,40,30,6,8,67,34,125,15,2,86,1,0,20,9,64,52,2,135,150,0
TRINITY_DN7357_c0_g1,12,14,19,6,7,6,6,3,6,30,21,8,8,10,15,10,13,26,5,9,49,27,11
TRINITY_DN7358_c0_g1,19,179,48,94,41,32,21,165,98,322,17,2,198,5,0,43,21,95,80,1,212,266,0
TRINITY_DN7359_c0_g1,9,7,12,6,3,6,2,7,4,18,1,4,6,8,4,10,13,5,3,2,1,3,7
TRINITY_DN735_c0_g1,9,3,4,9,0,3,4,10,4,17,8,7,9,11,11,10,5,10,6,6,19,8,21
TRINITY_DN7360_c0_g1,10,8,3,6,7,1,6,7,4,12,1,0,6,3,1,1,7,5,10,1,0,4,2
TRINITY_DN7361_c0_g1,2,0,8,3,0,2,2,3,3,2,0,1,1,6,1,3,0,0,3,1,3,2,0
TRINITY_DN7362_c0_g1,1,0,1,3,5,1,1,3,4,4,1,2,4,4,0,1,0,3,1,2,5,7,4
TRINITY_DN7363_c0_g1,5,7,7,7,3,8,3,12,5,8,2,2,9,7,5,8,4,9,7,2,6,14,4
TRINITY_DN7364_c0_g1,3,3,2,2,6,0,0,0,1,3,0,1,5,1,0,0,2,2,6,1,1,3,3
TRINITY_DN7365_c0_g1,29,0,0,0,0,0,0,28,13,0,0,0,0,0,1,0,0,0,0,0,0,0,25
TRINITY_DN7366_c0_g1,3,20,16,19,12,10,22,16,11,15,4,4,15,13,4,18,19,18,18,9,11,15,4
TRINITY_DN7367_c0_g1,12,14,0,28,3,0,0,12,0,111,9,0,38,33,0,8,1,52,11,3,130,55,0
TRINITY_DN7368_c0_g1,8,7,23,8,13,2,10,10,5,7,3,4,12,12,0,5,16,5,6,1,7,3,6
TRINITY_DN7369_c0_g1,9,9,20,5,4,9,4,9,5,16,4,3,6,18,5,8,8,12,14,3,10,4,29
TRINITY_DN736_c0_g1,46,48,24,29,46,31,23,28,28,62,18,17,60,31,5,45,34,36,50,11,37,47,37
TRINITY_DN7370_c0_g1,20,29,10,5,9,7,5,6,3,44,17,17,18,12,14,15,9,17,11,16,16,19,32
TRINITY_DN7371_c0_g1,7,12,11,7,4,3,2,3,2,12,0,1,9,4,3,4,12,9,6,5,6,4,2
TRINITY_DN7372_c0_g1,4,1,2,0,1,0,1,2,0,7,0,1,8,0,0,3,1,0,0,0,1,3,0
TRINITY_DN7373_c0_g1,0,0,1,1,4,0,2,0,0,2,0,4,4,1,0,0,2,1,1,1,0,2,1
TRINITY_DN7374_c0_g1,15,27,26,23,23,10,8,11,12,31,4,9,23,8,6,10,14,21,15,6,7,10,23
TRINITY_DN7375_c0_g1,17,13,8,5,6,6,3,9,9,19,14,5,9,9,15,23,6,18,12,2,11,13,31
TRINITY_DN7377_c0_g1,4,6,1,4,4,2,1,3,3,3,0,0,5,4,0,1,1,4,4,0,5,9,1
TRINITY_DN7378_c0_g1,1,2,5,1,0,2,1,0,0,2,0,0,2,3,0,0,2,3,2,2,3,2,1
TRINITY_DN7379_c0_g1,1,1,2,1,2,1,0,0,0,3,4,1,6,1,2,2,4,1,3,3,2,2,2
TRINITY_DN737_c0_g1,8,9,20,7,7,3,17,9,7,13,2,1,6,6,5,8,8,8,11,4,6,12,10
TRINITY_DN7380_c0_g1,3,7,6,1,2,4,2,6,7,14,7,0,4,5,2,3,4,6,1,1,18,8,3
TRINITY_DN7381_c0_g1,10,9,9,8,5,4,9,4,6,5,1,3,3,7,4,6,15,6,4,1,11,11,4
TRINITY_DN7382_c0_g1,1,2,0,0,0,0,0,2,1,7,3,1,0,0,0,0,0,1,0,0,0,1,1
TRINITY_DN7383_c0_g1,7,5,7,3,2,4,4,1,7,23,5,1,6,7,5,7,7,6,6,2,7,8,14
TRINITY_DN7384_c0_g1,5,0,1,0,0,0,0,0,22,0,0,3,1,0,18,0,0,0,0,0,0,0,1
TRINITY_DN7385_c0_g1,1,2,5,2,1,0,2,0,1,5,2,3,3,0,0,1,2,0,3,4,7,0,0
TRINITY_DN7386_c0_g1,0,1,1,0,0,0,1,0,0,0,0,1,7,3,0,0,4,1,7,4,1,3,2
TRINITY_DN7387_c0_g1,6,13,17,1,3,2,1,7,4,16,8,0,4,10,2,7,5,7,12,2,5,8,4
TRINITY_DN7388_c0_g1,5,0,2,4,1,0,1,4,2,4,0,2,5,1,0,3,0,0,3,6,1,0,0
TRINITY_DN7389_c0_g1,19,4,4,8,3,6,4,4,6,16,11,6,8,6,8,17,8,6,4,9,18,8,18
TRINITY_DN7390_c0_g1,0,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0
TRINITY_DN7391_c0_g1,11,6,1,5,5,7,5,9,6,10,4,6,14,3,1,10,16,6,3,8,18,8,3
TRINITY_DN7392_c0_g1,1,2,0,0,0,0,1,3,2,3,2,0,1,2,0,2,1,2,1,1,5,1,0
TRINITY_DN7393_c0_g1,0,0,8,4,5,2,1,14,8,0,0,0,26,0,1,13,1,4,0,0,18,24,1
TRINITY_DN7394_c1_g1,2,3,3,1,3,2,1,0,0,5,0,0,1,1,1,2,1,5,3,2,1,2,3
TRINITY_DN7395_c0_g1,3,1,0,1,0,0,0,3,1,16,0,0,5,7,0,2,0,0,1,1,17,9,0
TRINITY_DN7396_c0_g1,0,0,2,2,1,2,2,0,0,1,0,2,2,0,3,1,0,3,2,3,3,1,13
TRINITY_DN7397_c0_g1,2,2,2,0,2,0,2,1,2,1,1,1,2,0,0,0,1,2,1,1,2,4,2
TRINITY_DN7398_c0_g1,1,1,0,1,2,0,0,0,1,4,2,1,6,1,0,2,1,1,3,0,1,8,1
TRINITY_DN7399_c0_g1,35,0,3,0,0,2,0,0,0,1,0,1,0,28,22,0,0,8,0,0,0,0,55
TRINITY_DN739_c0_g1,155,135,129,69,68,46,41,60,75,277,123,45,89,95,177,217,43,187,101,42,183,192,285
TRINITY_DN73_c0_g1,26,28,29,16,30,19,12,21,8,39,15,7,30,12,10,15,32,30,25,16,20,30,26
TRINITY_DN7400_c0_g1,3,1,3,3,1,4,3,3,2,9,2,1,0,6,0,1,4,0,0,1,5,6,4
TRINITY_DN7401_c0_g1,5,2,14,8,5,1,8,3,1,5,0,3,5,3,4,9,2,4,1,2,3,1,25
TRINITY_DN7402_c0_g1,8,21,26,10,14,15,9,14,8,29,4,9,13,12,7,15,13,11,15,12,6,18,27
TRINITY_DN7403_c0_g1,0,0,0,0,0,0,0,0,0,1,10,6,17,0,0,0,0,18,0,0,0,0,0
TRINITY_DN7404_c0_g1,17,1,11,1,0,3,10,4,2,28,1,4,6,4,1,2,5,4,1,3,10,6,8
TRINITY_DN7405_c0_g1,11,5,9,8,3,7,5,1,1,11,4,1,2,6,1,7,3,3,2,6,3,4,3
TRINITY_DN7406_c0_g1,0,2,0,0,0,0,0,0,0,1,0,3,2,6,0,1,10,0,1,0,0,0,0
TRINITY_DN7407_c0_g1,3,3,5,4,5,3,0,0,0,2,2,3,5,3,0,3,2,2,0,5,1,1,3
TRINITY_DN7408_c0_g1,0,9,5,1,1,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,3,3
TRINITY_DN7409_c0_g1,4,5,1,1,3,0,0,0,4,5,5,2,1,1,4,3,4,1,1,1,1,7,11
TRINITY_DN7410_c0_g1,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,4,0,0,0,0
TRINITY_DN7411_c0_g1,4,1,0,0,2,5,2,2,1,5,0,1,2,5,0,4,1,0,0,2,0,2,4
TRINITY_DN7412_c0_g1,4,3,6,2,3,0,2,4,3,3,2,2,4,2,1,5,3,0,1,0,3,6,4
TRINITY_DN7413_c0_g1,15,18,12,12,2,18,6,15,6,11,5,7,13,10,12,22,10,12,14,4,10,13,6
TRINITY_DN7414_c0_g1,3,1,5,1,1,2,0,3,2,1,0,0,3,1,0,0,0,0,2,1,4,0,1
TRINITY_DN7415_c0_g1,8,11,13,1,5,5,3,7,13,29,6,4,8,5,5,12,7,14,15,8,8,8,10
TRINITY_DN7416_c0_g1,10,12,13,7,2,4,7,10,4,12,8,3,11,2,0,10,4,7,10,3,23,13,6
TRINITY_DN7417_c0_g1,5,20,3,2,3,2,2,10,4,4,4,0,3,1,3,2,2,1,3,4,4,1,11
TRINITY_DN7418_c0_g1,2,0,1,0,1,0,0,0,0,3,4,0,2,0,0,1,0,4,1,1,1,2,1
TRINITY_DN7419_c0_g1,0,7,1,5,2,2,1,7,6,9,6,2,5,5,3,2,1,5,6,5,10,11,0
TRINITY_DN7420_c0_g1,7,5,0,2,7,0,3,4,1,8,8,4,6,1,4,8,1,11,4,1,23,16,7
TRINITY_DN7421_c0_g1,1,2,1,2,0,2,2,1,0,3,2,0,0,0,1,1,2,1,3,4,3,2,4
TRINITY_DN7422_c0_g1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,3,0,0,6
TRINITY_DN7423_c0_g1,77,73,127,57,38,35,43,71,39,101,13,13,79,39,12,48,31,51,53,16,45,55,72
TRINITY_DN7424_c0_g1,24,26,11,8,8,5,10,5,8,17,4,1,13,6,7,7,1,7,9,0,9,13,26
TRINITY_DN7425_c0_g1,19,0,31,20,20,21,5,6,10,0,0,0,0,0,0,5,0,0,0,2,25,33,4
TRINITY_DN7426_c0_g1,15,25,18,18,11,20,11,32,20,21,10,13,31,23,17,22,18,17,19,13,19,22,28
TRINITY_DN7427_c0_g1,1,2,5,1,1,1,2,0,1,18,4,3,3,1,1,0,2,1,5,2,2,1,8
TRINITY_DN7428_c0_g1,6,8,2,3,4,3,5,6,1,6,2,0,6,6,1,7,3,5,6,3,4,9,2
TRINITY_DN7429_c0_g1,5,6,15,6,10,5,9,6,6,16,7,0,15,10,2,5,3,4,7,5,6,9,8
TRINITY_DN742_c0_g1,8,16,14,9,10,9,6,8,10,14,2,2,18,13,4,16,5,6,11,9,14,26,13
TRINITY_DN7430_c0_g1,2,1,1,0,2,0,0,1,6,1,2,3,2,3,0,1,0,1,2,0,0,0,2
TRINITY_DN7431_c0_g1,1,0,0,1,0,0,0,0,0,4,0,0,3,6,0,0,0,2,0,5,9,4,0
TRINITY_DN7432_c0_g1,5,3,2,0,2,0,0,3,0,3,3,1,0,1,0,0,0,1,0,0,2,2,1
TRINITY_DN7433_c0_g1,2,3,1,4,2,1,1,2,3,4,5,2,4,0,0,0,0,0,1,0,2,2,1
TRINITY_DN7435_c0_g1,3,1,1,0,0,1,3,0,3,7,1,0,1,2,0,2,1,2,7,0,1,4,1
TRINITY_DN7436_c0_g1,0,1,4,1,0,2,5,2,2,3,0,1,3,0,2,2,2,1,2,2,2,3,4
TRINITY_DN7437_c0_g1,6,6,6,2,7,3,1,6,8,14,3,4,15,5,2,4,8,8,9,2,9,9,1
TRINITY_DN743_c0_g1,27,39,33,11,12,7,8,25,26,71,30,17,22,34,28,38,34,32,47,19,37,36,54
TRINITY_DN7440_c0_g1,1,3,4,2,2,1,0,4,1,2,1,2,4,3,0,4,3,3,8,0,1,2,0
TRINITY_DN7441_c0_g1,0,0,7,0,0,3,2,3,2,1,0,0,0,0,0,5,1,0,2,0,4,1,1
TRINITY_DN7442_c0_g1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
TRINITY_DN7443_c0_g1,5,25,31,22,10,6,15,19,14,47,9,5,33,2,0,7,9,17,13,2,34,43,0
TRINITY_DN7444_c0_g1,54,63,78,27,43,46,25,48,32,127,16,22,89,50,2,53,58,63,40,16,20,48,13
TRINITY_DN7445_c0_g1,6,8,17,0,10,7,3,3,0,5,0,3,8,5,0,2,8,5,4,2,3,5,5
TRINITY_DN7446_c0_g1,6,9,3,0,1,2,1,0,4,9,2,7,2,4,0,7,7,0,5,5,4,6,6
TRINITY_DN7447_c0_g1,10,23,8,2,2,8,2,11,12,19,3,3,17,10,3,10,3,7,7,13,8,16,10
TRINITY_DN7448_c0_g1,0,0,0,0,0,0,0,0,0,15,15,11,30,0,0,0,1,45,0,0,0,0,0
TRINITY_DN7449_c0_g1,9,10,10,7,9,5,9,10,5,22,4,5,12,7,7,7,7,10,11,2,11,14,9
TRINITY_DN744_c0_g1,4,2,1,2,0,1,0,2,3,2,3,1,9,1,0,8,2,6,4,0,2,9,0
TRINITY_DN7450_c0_g1,1,3,2,1,0,0,1,0,2,3,2,2,7,1,0,1,1,0,4,0,4,7,0
TRINITY_DN7451_c0_g1,4,6,8,7,3,3,6,19,4,23,1,1,6,0,0,3,0,8,4,0,16,10,0
TRINITY_DN7452_c0_g1,23,5,14,8,10,13,4,20,7,50,26,18,14,27,2,23,9,10,10,14,61,37,18
TRINITY_DN7453_c0_g1,0,0,0,0,0,0,0,0,0,31,32,19,59,0,0,0,1,137,0,0,0,0,0
TRINITY_DN7454_c0_g1,27,16,21,8,5,9,3,11,8,27,19,25,17,18,7,38,17,13,37,28,40,33,23
TRINITY_DN7455_c0_g1,4,1,1,2,1,2,1,1,3,5,3,3,9,3,0,8,1,8,2,6,19,10,0
TRINITY_DN7456_c0_g1,3,6,5,6,7,3,1,3,1,1,4,1,0,0,0,5,1,4,2,5,5,5,1
TRINITY_DN7457_c0_g1,3,6,3,3,8,3,5,2,2,9,2,1,4,3,1,2,3,6,6,1,6,10,4
TRINITY_DN7458_c0_g1,5,5,1,2,6,3,5,5,3,9,8,4,4,6,1,2,4,6,4,4,6,6,6
TRINITY_DN7459_c0_g1,247,390,254,246,261,238,201,278,300,339,161,118,560,374,204,321,262,177,274,111,211,371,261
TRINITY_DN7460_c0_g1,37,65,20,16,16,21,24,26,37,17,5,2,47,1,7,5,8,15,71,2,12,20,43
TRINITY_DN7461_c0_g1,0,0,0,1,0,0,0,0,0,39,11,3,49,0,0,0,4,75,0,0,0,0,0
TRINITY_DN7463_c0_g1,0,2,17,5,6,7,5,0,0,2,3,0,2,2,0,2,26,1,21,1,5,1,3
TRINITY_DN7464_c0_g1,1,2,0,1,2,3,0,7,5,2,0,0,2,0,1,1,1,4,1,0,0,2,0
TRINITY_DN7466_c0_g1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,126,1,0,0,0,0
TRINITY_DN7467_c0_g1,0,0,0,0,0,0,0,0,0,5,8,7,9,0,0,0,2,31,0,0,0,0,0
TRINITY_DN7468_c0_g1,0,0,0,0,0,0,1,0,0,6,3,3,7,0,0,0,1,10,0,0,0,0,0
TRINITY_DN7469_c0_g1,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,5,0,27,0,2,1,0
TRINITY_DN7470_c0_g1,2,2,1,2,5,3,2,2,1,1,0,1,5,3,1,5,2,2,1,0,2,2,1
TRINITY_DN7471_c0_g1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRINITY_DN7472_c0_g1,18,39,15,14,12,5,1,150,71,99,52,7,68,2,0,27,18,47,32,26,481,168,0
TRINITY_DN7473_c0_g1,1,1,2,6,4,2,4,2,0,3,2,0,3,1,0,1,4,1,2,2,1,0,5
TRINITY_DN7474_c0_g1,2,4,5,2,3,0,1,0,2,1,0,2,1,4,1,1,0,6,0,0,1,2,2
TRINITY_DN7475_c0_g1,3,5,6,0,1,2,3,5,2,11,0,8,6,8,1,4,1,0,3,0,3,1,1
TRINITY_DN7476_c0_g1,5,4,7,6,2,6,4,6,6,12,3,1,12,8,0,10,9,12,7,3,8,8,1
TRINITY_DN7477_c0_g1,2,9,8,1,2,3,0,0,0,13,4,3,4,4,1,7,8,4,2,0,3,8,3
TRINITY_DN7478_c0_g1,12,8,6,3,4,3,3,1,3,8,5,3,9,5,5,4,2,7,7,10,12,4,9
TRINITY_DN7479_c0_g1,0,5,2,3,1,1,2,0,1,2,0,0,5,0,1,1,2,0,5,0,0,1,0
TRINITY_DN747_c0_g1,6,12,18,4,1,11,4,9,5,17,9,13,8,8,26,27,8,4,12,11,23,8,18
TRINITY_DN7480_c0_g1,98,108,126,71,49,51,55,52,47,187,48,43,73,103,32,98,42,86,63,21,68,79,210
TRINITY_DN7481_c0_g1,10,6,2,4,4,2,1,7,4,18,4,9,4,2,5,7,6,7,8,4,5,6,1
TRINITY_DN7482_c0_g1,4,2,1,0,0,1,0,0,0,2,1,1,2,2,2,2,1,4,6,0,4,2,1
TRINITY_DN7483_c0_g1,3,1,6,4,2,4,1,2,0,9,3,0,2,1,0,2,4,0,5,1,4,4,10
TRINITY_DN7484_c0_g1,1,0,1,0,0,0,0,0,0,1,0,4,2,0,0,0,1,0,1,0,0,0,1
TRINITY_DN7485_c0_g1,2,1,1,1,1,1,1,1,2,1,1,0,0,1,2,0,3,0,1,0,2,1,1
TRINITY_DN7486_c0_g1,4,2,4,1,1,3,2,5,6,4,1,0,5,1,1,1,0,4,2,4,2,7,6
TRINITY_DN7487_c0_g1,1,2,1,12,2,3,1,1,3,10,11,9,10,7,2,1,0,5,7,0,11,3,2
TRINITY_DN7488_c0_g1,0,2,0,8,0,0,0,2,0,13,1,0,26,4,0,0,0,22,0,0,5,0,0
TRINITY_DN7489_c0_g1,4,3,3,2,1,5,4,3,2,4,2,0,10,5,2,2,4,4,6,1,2,4,5
TRINITY_DN748_c0_g1,41,95,119,42,30,35,36,52,62,135,36,36,70,71,56,85,50,105,62,5,44,67,156
TRINITY_DN7490_c0_g1,3,3,1,4,1,2,3,2,4,9,6,6,0,1,0,0,3,3,5,1,0,0,0
TRINITY_DN7491_c0_g1,4,12,11,7,6,4,2,8,13,19,10,2,10,5,4,9,2,9,13,3,23,17,4
TRINITY_DN7492_c0_g1,8,6,5,2,4,4,5,8,6,15,7,2,16,1,1,6,9,7,11,1,3,3,5
TRINITY_DN7493_c0_g1,1,2,4,0,0,2,0,2,0,4,1,0,2,2,0,2,1,3,3,1,2,6,2
